raw_texts,raw_aspect_terms,bert_tokens,aspect_masks,implicits,labels,source
its a go-to for dates as well as entertaining out of town guests.,entertaining,"[101, 2049, 1037, 2175, 1011, 2000, 2005, 5246, 2004, 2092, 2004, 14036, 2041, 1997, 2237, 6368, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",True,0,restaurants
why do people rave about the ambience.,ambience,"[101, 2339, 2079, 2111, 23289, 2055, 1996, 2572, 11283, 5897, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",False,1,restaurants
were meeting up with some friends for a drink at lafayette 161 and happened to walk by thai angel famished.,drink,"[101, 2020, 3116, 2039, 2007, 2070, 2814, 2005, 1037, 4392, 2012, 14425, 17365, 1998, 3047, 2000, 3328, 2011, 7273, 4850, 6904, 15630, 9072, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,2,restaurants
"fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",Fluke sashimi,"[101, 19857, 3489, 24511, 27605, 2852, 10993, 29247, 2094, 2007, 14855, 2721, 11837, 2080, 1011, 14123, 9724, 3514, 1010, 1996, 5909, 1997, 1996, 3514, 19957, 20655, 1996, 3869, 1005, 1055, 23210, 1012, 102]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,0,restaurants
"fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",jalapeno-lime olive oil,"[101, 19857, 3489, 24511, 27605, 2852, 10993, 29247, 2094, 2007, 14855, 2721, 11837, 2080, 1011, 14123, 9724, 3514, 1010, 1996, 5909, 1997, 1996, 3514, 19957, 20655, 1996, 3869, 1005, 1055, 23210, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,0,restaurants
"fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fruit of the oil,"[101, 19857, 3489, 24511, 27605, 2852, 10993, 29247, 2094, 2007, 14855, 2721, 11837, 2080, 1011, 14123, 9724, 3514, 1010, 1996, 5909, 1997, 1996, 3514, 19957, 20655, 1996, 3869, 1005, 1055, 23210, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fish,"[101, 19857, 3489, 24511, 27605, 2852, 10993, 29247, 2094, 2007, 14855, 2721, 11837, 2080, 1011, 14123, 9724, 3514, 1010, 1996, 5909, 1997, 1996, 3514, 19957, 20655, 1996, 3869, 1005, 1055, 23210, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",False,0,restaurants
great sushi experience.,sushi,"[101, 2307, 10514, 6182, 3325, 1012, 102]","[0, 0, 1, 1, 0, 0, 0]",False,0,restaurants
"if you're looking for a great meal at a decent price, go to del frisco's!",meal,"[101, 2065, 2017, 1005, 2128, 2559, 2005, 1037, 2307, 7954, 2012, 1037, 11519, 3976, 1010, 2175, 2000, 3972, 10424, 2483, 3597, 1005, 1055, 999, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"if you're looking for a great meal at a decent price, go to del frisco's!",price,"[101, 2065, 2017, 1005, 2128, 2559, 2005, 1037, 2307, 7954, 2012, 1037, 11519, 3976, 1010, 2175, 2000, 3972, 10424, 2483, 3597, 1005, 1055, 999, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
they charge $6.00 for rice.,rice,"[101, 2027, 3715, 1002, 1020, 1012, 4002, 2005, 5785, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",True,1,restaurants
my steak au poivre was one of the worst i've had.,steak au poivre,"[101, 2026, 21475, 8740, 13433, 12848, 2890, 2001, 2028, 1997, 1996, 5409, 1045, 1005, 2310, 2018, 1012, 102]","[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,1,restaurants
the owner and staff are all japanese as well and that adds to the entire ambiance.,staff,"[101, 1996, 3954, 1998, 3095, 2024, 2035, 2887, 2004, 2092, 1998, 2008, 9909, 2000, 1996, 2972, 2572, 15599, 3401, 1012, 102]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,0,restaurants
the owner and staff are all japanese as well and that adds to the entire ambiance.,ambiance,"[101, 1996, 3954, 1998, 3095, 2024, 2035, 2887, 2004, 2092, 1998, 2008, 9909, 2000, 1996, 2972, 2572, 15599, 3401, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",True,0,restaurants
the owner and staff are all japanese as well and that adds to the entire ambiance.,owner,"[101, 1996, 3954, 1998, 3095, 2024, 2035, 2887, 2004, 2092, 1998, 2008, 9909, 2000, 1996, 2972, 2572, 15599, 3401, 1012, 102]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,0,restaurants
"try the congee and the donut like deep fried dough they call ow ley soh, a delicious and sweet tasting bread.",congee,"[101, 3046, 1996, 26478, 4402, 1998, 1996, 2123, 4904, 2066, 2784, 13017, 23126, 2027, 2655, 27593, 25866, 2061, 2232, 1010, 1037, 12090, 1998, 4086, 18767, 7852, 1012, 102]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"try the congee and the donut like deep fried dough they call ow ley soh, a delicious and sweet tasting bread.",bread,"[101, 3046, 1996, 26478, 4402, 1998, 1996, 2123, 4904, 2066, 2784, 13017, 23126, 2027, 2655, 27593, 25866, 2061, 2232, 1010, 1037, 12090, 1998, 4086, 18767, 7852, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",False,0,restaurants
"try the congee and the donut like deep fried dough they call ow ley soh, a delicious and sweet tasting bread.",donut like deep fried dough they call Ow Ley Soh,"[101, 3046, 1996, 26478, 4402, 1998, 1996, 2123, 4904, 2066, 2784, 13017, 23126, 2027, 2655, 27593, 25866, 2061, 2232, 1010, 1037, 12090, 1998, 4086, 18767, 7852, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light,"[101, 2348, 1996, 7251, 2089, 2022, 4876, 4350, 1010, 1996, 13541, 1011, 2422, 1010, 2833, 1011, 3737, 1998, 2326, 2058, 9006, 11837, 16846, 2063, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food-quality,"[101, 2348, 1996, 7251, 2089, 2022, 4876, 4350, 1010, 1996, 13541, 1011, 2422, 1010, 2833, 1011, 3737, 1998, 2326, 2058, 9006, 11837, 16846, 2063, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service,"[101, 2348, 1996, 7251, 2089, 2022, 4876, 4350, 1010, 1996, 13541, 1011, 2422, 1010, 2833, 1011, 3737, 1998, 2326, 2058, 9006, 11837, 16846, 2063, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",tables,"[101, 2348, 1996, 7251, 2089, 2022, 4876, 4350, 1010, 1996, 13541, 1011, 2422, 1010, 2833, 1011, 3737, 1998, 2326, 2058, 9006, 11837, 16846, 2063, 1012, 102]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,1,restaurants
the food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,food,"[101, 1996, 2833, 2001, 12090, 1998, 1996, 15610, 2001, 11757, 14044, 1998, 2012, 6528, 6024, 1006, 6195, 2057, 2020, 1996, 2069, 3924, 2045, 2005, 1996, 2034, 3178, 1007, 1012, 102]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
the food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,waiter,"[101, 1996, 2833, 2001, 12090, 1998, 1996, 15610, 2001, 11757, 14044, 1998, 2012, 6528, 6024, 1006, 6195, 2057, 2020, 1996, 2069, 3924, 2045, 2005, 1996, 2034, 3178, 1007, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"from the spectacular caviar to the hospitable waitstaff, i felt like royalty and enjoyed every second of it.",caviar,"[101, 2013, 1996, 12656, 6187, 9035, 2099, 2000, 1996, 7570, 13102, 6590, 3468, 18074, 22542, 1010, 1045, 2371, 2066, 16664, 1998, 5632, 2296, 2117, 1997, 2009, 1012, 102]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"from the spectacular caviar to the hospitable waitstaff, i felt like royalty and enjoyed every second of it.",waitstaff,"[101, 2013, 1996, 12656, 6187, 9035, 2099, 2000, 1996, 7570, 13102, 6590, 3468, 18074, 22542, 1010, 1045, 2371, 2066, 16664, 1998, 5632, 2296, 2117, 1997, 2009, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"perhaps this food is considered extreme to an upper east side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",ethnic food,"[101, 3383, 2023, 2833, 2003, 2641, 6034, 2000, 2019, 3356, 2264, 2217, 6319, 1010, 2021, 2005, 1996, 2717, 1997, 2149, 2040, 1005, 2310, 2941, 8828, 5636, 2833, 1010, 2023, 2003, 3432, 10634, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",True,1,restaurants
the place was real empty but that was because this was the first sunday they ever opened.,place,"[101, 1996, 2173, 2001, 2613, 4064, 2021, 2008, 2001, 2138, 2023, 2001, 1996, 2034, 4465, 2027, 2412, 2441, 1012, 102]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,1,restaurants
this little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,"[101, 2023, 2210, 2173, 5791, 14872, 2026, 10908, 1998, 2017, 2469, 2131, 1037, 2843, 1997, 2833, 2005, 2115, 2769, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",False,0,restaurants
this little place definitely exceeded my expectations and you sure get a lot of food for your money.,money,"[101, 2023, 2210, 2173, 5791, 14872, 2026, 10908, 1998, 2017, 2469, 2131, 1037, 2843, 1997, 2833, 2005, 2115, 2769, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",True,0,restaurants
"ambience is delightful, service impeccable.",Ambience,"[101, 2572, 11283, 5897, 2003, 26380, 1010, 2326, 17727, 8586, 21170, 1012, 102]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"ambience is delightful, service impeccable.",service,"[101, 2572, 11283, 5897, 2003, 26380, 1010, 2326, 17727, 8586, 21170, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",False,0,restaurants
"service was excellent, and the ac worked very well too (thank god, it was hot!).",Service,"[101, 2326, 2001, 6581, 1010, 1998, 1996, 9353, 2499, 2200, 2092, 2205, 1006, 4067, 2643, 1010, 2009, 2001, 2980, 999, 1007, 1012, 102]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"service was excellent, and the ac worked very well too (thank god, it was hot!).",AC,"[101, 2326, 2001, 6581, 1010, 1998, 1996, 9353, 2499, 2200, 2092, 2205, 1006, 4067, 2643, 1010, 2009, 2001, 2980, 999, 1007, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
you get the sense that the people there care about their restaurant and about your experience and that is very nice.,people,"[101, 2017, 2131, 1996, 3168, 2008, 1996, 2111, 2045, 2729, 2055, 2037, 4825, 1998, 2055, 2115, 3325, 1998, 2008, 2003, 2200, 3835, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",cooks,"[101, 2119, 2024, 12090, 1010, 1996, 26929, 2024, 5379, 1998, 2024, 5627, 2000, 2202, 1037, 2617, 1998, 3713, 2000, 2017, 1998, 6073, 2115, 2192, 1012, 102]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
my friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,sushi rolls,"[101, 2026, 2767, 3641, 2070, 1997, 2037, 2569, 10514, 6182, 9372, 2029, 2018, 6581, 8312, 1998, 12595, 2307, 999, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
although be warned their dinner menu to sit and take out prices are different.,prices,"[101, 2348, 2022, 7420, 2037, 4596, 12183, 2000, 4133, 1998, 2202, 2041, 7597, 2024, 2367, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",False,2,restaurants
although be warned their dinner menu to sit and take out prices are different.,dinner menu to sit,"[101, 2348, 2022, 7420, 2037, 4596, 12183, 2000, 4133, 1998, 2202, 2041, 7597, 2024, 2367, 1012, 102]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",False,2,restaurants
although be warned their dinner menu to sit and take out prices are different.,take out,"[101, 2348, 2022, 7420, 2037, 4596, 12183, 2000, 4133, 1998, 2202, 2041, 7597, 2024, 2367, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",True,2,restaurants
"the staff was accomodating, the food was absolutely delicious and the place is lovely.",staff,"[101, 1996, 3095, 2001, 16222, 19506, 16616, 1010, 1996, 2833, 2001, 7078, 12090, 1998, 1996, 2173, 2003, 8403, 1012, 102]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"the staff was accomodating, the food was absolutely delicious and the place is lovely.",food,"[101, 1996, 3095, 2001, 16222, 19506, 16616, 1010, 1996, 2833, 2001, 7078, 12090, 1998, 1996, 2173, 2003, 8403, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"the staff was accomodating, the food was absolutely delicious and the place is lovely.",place,"[101, 1996, 3095, 2001, 16222, 19506, 16616, 1010, 1996, 2833, 2001, 7078, 12090, 1998, 1996, 2173, 2003, 8403, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",False,0,restaurants
"my picks are:  - scallion pancake (fried with vegetable juice, very special and tasty)  - guizhou chicken  - shredded squid family style (one of my personal favorites)  - sichuan spicy soft shell crab  - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",Scallion Pancake,"[101, 2026, 11214, 2024, 1024, 1011, 8040, 8095, 3258, 6090, 17955, 1006, 13017, 2007, 15415, 10869, 1010, 2200, 2569, 1998, 11937, 21756, 1007, 1011, 26458, 9791, 7975, 1011, 29022, 26852, 2155, 2806, 1006, 2028, 1997, 2026, 3167, 20672, 1007, 1011, 20980, 25482, 3730, 5806, 18081, 1011, 18454, 10993, 6979, 3869, 1006, 2023, 2028, 2003, 2005, 13076, 20980, 2833, 4599, 1010, 1045, 2876, 1005, 1056, 16755, 2000, 2026, 2137, 2814, 2004, 2009, 1005, 1055, 2200, 25482, 1012, 102]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"my picks are:  - scallion pancake (fried with vegetable juice, very special and tasty)  - guizhou chicken  - shredded squid family style (one of my personal favorites)  - sichuan spicy soft shell crab  - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",vegetable juice,"[101, 2026, 11214, 2024, 1024, 1011, 8040, 8095, 3258, 6090, 17955, 1006, 13017, 2007, 15415, 10869, 1010, 2200, 2569, 1998, 11937, 21756, 1007, 1011, 26458, 9791, 7975, 1011, 29022, 26852, 2155, 2806, 1006, 2028, 1997, 2026, 3167, 20672, 1007, 1011, 20980, 25482, 3730, 5806, 18081, 1011, 18454, 10993, 6979, 3869, 1006, 2023, 2028, 2003, 2005, 13076, 20980, 2833, 4599, 1010, 1045, 2876, 1005, 1056, 16755, 2000, 2026, 2137, 2814, 2004, 2009, 1005, 1055, 2200, 25482, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,0,restaurants
"my picks are:  - scallion pancake (fried with vegetable juice, very special and tasty)  - guizhou chicken  - shredded squid family style (one of my personal favorites)  - sichuan spicy soft shell crab  - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",Guizhou Chicken,"[101, 2026, 11214, 2024, 1024, 1011, 8040, 8095, 3258, 6090, 17955, 1006, 13017, 2007, 15415, 10869, 1010, 2200, 2569, 1998, 11937, 21756, 1007, 1011, 26458, 9791, 7975, 1011, 29022, 26852, 2155, 2806, 1006, 2028, 1997, 2026, 3167, 20672, 1007, 1011, 20980, 25482, 3730, 5806, 18081, 1011, 18454, 10993, 6979, 3869, 1006, 2023, 2028, 2003, 2005, 13076, 20980, 2833, 4599, 1010, 1045, 2876, 1005, 1056, 16755, 2000, 2026, 2137, 2814, 2004, 2009, 1005, 1055, 2200, 25482, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,0,restaurants
"my picks are:  - scallion pancake (fried with vegetable juice, very special and tasty)  - guizhou chicken  - shredded squid family style (one of my personal favorites)  - sichuan spicy soft shell crab  - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",Shredded Squid Family Style,"[101, 2026, 11214, 2024, 1024, 1011, 8040, 8095, 3258, 6090, 17955, 1006, 13017, 2007, 15415, 10869, 1010, 2200, 2569, 1998, 11937, 21756, 1007, 1011, 26458, 9791, 7975, 1011, 29022, 26852, 2155, 2806, 1006, 2028, 1997, 2026, 3167, 20672, 1007, 1011, 20980, 25482, 3730, 5806, 18081, 1011, 18454, 10993, 6979, 3869, 1006, 2023, 2028, 2003, 2005, 13076, 20980, 2833, 4599, 1010, 1045, 2876, 1005, 1056, 16755, 2000, 2026, 2137, 2814, 2004, 2009, 1005, 1055, 2200, 25482, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"my picks are:  - scallion pancake (fried with vegetable juice, very special and tasty)  - guizhou chicken  - shredded squid family style (one of my personal favorites)  - sichuan spicy soft shell crab  - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",Sichuan Spicy Soft Shell Crab,"[101, 2026, 11214, 2024, 1024, 1011, 8040, 8095, 3258, 6090, 17955, 1006, 13017, 2007, 15415, 10869, 1010, 2200, 2569, 1998, 11937, 21756, 1007, 1011, 26458, 9791, 7975, 1011, 29022, 26852, 2155, 2806, 1006, 2028, 1997, 2026, 3167, 20672, 1007, 1011, 20980, 25482, 3730, 5806, 18081, 1011, 18454, 10993, 6979, 3869, 1006, 2023, 2028, 2003, 2005, 13076, 20980, 2833, 4599, 1010, 1045, 2876, 1005, 1056, 16755, 2000, 2026, 2137, 2814, 2004, 2009, 1005, 1055, 2200, 25482, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,0,restaurants
"my picks are:  - scallion pancake (fried with vegetable juice, very special and tasty)  - guizhou chicken  - shredded squid family style (one of my personal favorites)  - sichuan spicy soft shell crab  - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",Shuizhu Fish,"[101, 2026, 11214, 2024, 1024, 1011, 8040, 8095, 3258, 6090, 17955, 1006, 13017, 2007, 15415, 10869, 1010, 2200, 2569, 1998, 11937, 21756, 1007, 1011, 26458, 9791, 7975, 1011, 29022, 26852, 2155, 2806, 1006, 2028, 1997, 2026, 3167, 20672, 1007, 1011, 20980, 25482, 3730, 5806, 18081, 1011, 18454, 10993, 6979, 3869, 1006, 2023, 2028, 2003, 2005, 13076, 20980, 2833, 4599, 1010, 1045, 2876, 1005, 1056, 16755, 2000, 2026, 2137, 2814, 2004, 2009, 1005, 1055, 2200, 25482, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"my picks are:  - scallion pancake (fried with vegetable juice, very special and tasty)  - guizhou chicken  - shredded squid family style (one of my personal favorites)  - sichuan spicy soft shell crab  - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",Sichuan food,"[101, 2026, 11214, 2024, 1024, 1011, 8040, 8095, 3258, 6090, 17955, 1006, 13017, 2007, 15415, 10869, 1010, 2200, 2569, 1998, 11937, 21756, 1007, 1011, 26458, 9791, 7975, 1011, 29022, 26852, 2155, 2806, 1006, 2028, 1997, 2026, 3167, 20672, 1007, 1011, 20980, 25482, 3730, 5806, 18081, 1011, 18454, 10993, 6979, 3869, 1006, 2023, 2028, 2003, 2005, 13076, 20980, 2833, 4599, 1010, 1045, 2876, 1005, 1056, 16755, 2000, 2026, 2137, 2814, 2004, 2009, 1005, 1055, 2200, 25482, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,2,restaurants
they smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,spinach mushroom calzone,"[101, 2027, 5437, 2066, 2027, 4933, 2068, 2007, 2214, 27141, 11546, 2066, 1996, 6714, 6776, 18565, 10250, 15975, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]",False,1,restaurants
