sentence,target,label,implicit,pred,reasoning
the teas are great and all the sweets are homemade.,sweets,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""the teas are great and all the sweets are homemade."", \n    which specific aspect of sweets is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Homemadeness', 'user: \n    Given the sentence ""the teas are great and all the sweets are homemade."", , and the mentioned aspect is about Homemadeness.\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of sweets, and why? \n    Answer without explanation.\n    ', 'assistant: Positive. \n\nImplicitly implied because ""great"" has a positive connotation and ""homemade"" typically implies care and effort which are also positive.', 'user:  \n    Given the sentence ""the teas are great and all the sweets are homemade."", , and the mentioned aspect is about Homemadeness., and the opinion towards the mentioned aspect of sweets is: Positive.   Implicitly implied because ""great"" has a positive connotation and ""homemade"" typically implies care and effort which are also positive..\n    Based on such opinion, what is the sentiment polarity towards sweets? \n    Answer without explanation.\n    ', 'assistant: Positive.', 'user:  \n    Given the sentence ""the teas are great and all the sweets are homemade."", , and the mentioned aspect is about Homemadeness., and the opinion towards the mentioned aspect of sweets is: Positive.   Implicitly implied because ""great"" has a positive connotation and ""homemade"" typically implies care and effort which are also positive..\n    The sentiment polarity is Positive..\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive']"
mojitos and the service are the best part in there,mojitos,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""mojitos and the service are the best part in there"", \n    which specific aspect of mojitos is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Quality.', 'user: \n    Given the sentence ""mojitos and the service are the best part in there"", , and the mentioned aspect is about Quality..\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of mojitos, and why? \n    Answer without explanation.\n    ', 'assistant: Positive. \n\nBecause the word ""best"" typically connotes a positive evaluation.', 'user:  \n    Given the sentence ""mojitos and the service are the best part in there"", , and the mentioned aspect is about Quality.., and the opinion towards the mentioned aspect of mojitos is: Positive.   Because the word ""best"" typically connotes a positive evaluation..\n    Based on such opinion, what is the sentiment polarity towards mojitos? \n    Answer without explanation.\n    ', 'assistant: Positive.', 'user:  \n    Given the sentence ""mojitos and the service are the best part in there"", , and the mentioned aspect is about Quality.., and the opinion towards the mentioned aspect of mojitos is: Positive.   Because the word ""best"" typically connotes a positive evaluation..\n    The sentiment polarity is Positive..\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive']"
mojitos and the service are the best part in there,service,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""mojitos and the service are the best part in there"", \n    which specific aspect of service is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Friendliness.', 'user: \n    Given the sentence ""mojitos and the service are the best part in there"", , and the mentioned aspect is about Friendliness..\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of service, and why? \n    Answer without explanation.\n    ', 'assistant: Positive. Because it\'s described as ""the best"".', 'user:  \n    Given the sentence ""mojitos and the service are the best part in there"", , and the mentioned aspect is about Friendliness.., and the opinion towards the mentioned aspect of service is: Positive. Because it\'s described as ""the best""..\n    Based on such opinion, what is the sentiment polarity towards service? \n    Answer without explanation.\n    ', 'assistant: Positive', 'user:  \n    Given the sentence ""mojitos and the service are the best part in there"", , and the mentioned aspect is about Friendliness.., and the opinion towards the mentioned aspect of service is: Positive. Because it\'s described as ""the best""..\n    The sentiment polarity is Positive.\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive']"
"sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes.",Sandwiches,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes."", \n    which specific aspect of Sandwiches is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Taste/Quality', 'user: \n    Given the sentence ""sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes."", , and the mentioned aspect is about Taste/Quality.\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of Sandwiches, and why? \n    Answer without explanation.\n    ', 'assistant: Positive, because ""classic successes"" implies a high level of praise.', 'user:  \n    Given the sentence ""sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes."", , and the mentioned aspect is about Taste/Quality., and the opinion towards the mentioned aspect of Sandwiches is: Positive, because ""classic successes"" implies a high level of praise..\n    Based on such opinion, what is the sentiment polarity towards Sandwiches? \n    Answer without explanation.\n    ', 'assistant: Positive.', 'user:  \n    Given the sentence ""sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes."", , and the mentioned aspect is about Taste/Quality., and the opinion towards the mentioned aspect of Sandwiches is: Positive, because ""classic successes"" implies a high level of praise..\n    The sentiment polarity is Positive..\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive.']"
"sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes.",burgers,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes."", \n    which specific aspect of burgers is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Dressing.', 'user: \n    Given the sentence ""sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes."", , and the mentioned aspect is about Dressing..\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of burgers, and why? \n    Answer without explanation.\n    ', 'assistant: Positive. Because it describes a characteristic (""dressed"") of burgers as desirable and contributing to their success.', 'user:  \n    Given the sentence ""sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes."", , and the mentioned aspect is about Dressing.., and the opinion towards the mentioned aspect of burgers is: Positive. Because it describes a characteristic (""dressed"") of burgers as desirable and contributing to their success..\n    Based on such opinion, what is the sentiment polarity towards burgers? \n    Answer without explanation.\n    ', 'assistant: Positive.', 'user:  \n    Given the sentence ""sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes."", , and the mentioned aspect is about Dressing.., and the opinion towards the mentioned aspect of burgers is: Positive. Because it describes a characteristic (""dressed"") of burgers as desirable and contributing to their success..\n    The sentiment polarity is Positive..\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive.']"
"sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes.",salads,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes."", \n    which specific aspect of salads is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Dressing/lemon dressing.', 'user: \n    Given the sentence ""sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes."", , and the mentioned aspect is about Dressing/lemon dressing..\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of salads, and why? \n    Answer without explanation.\n    ', 'assistant: Positive.\n\nImplicit reason: The use of ""classic"" and ""successes"" in the sentence implies a positive connotation.', 'user:  \n    Given the sentence ""sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes."", , and the mentioned aspect is about Dressing/lemon dressing.., and the opinion towards the mentioned aspect of salads is: Positive.  Implicit reason: The use of ""classic"" and ""successes"" in the sentence implies a positive connotation..\n    Based on such opinion, what is the sentiment polarity towards salads? \n    Answer without explanation.\n    ', 'assistant: Positive.', 'user:  \n    Given the sentence ""sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes."", , and the mentioned aspect is about Dressing/lemon dressing.., and the opinion towards the mentioned aspect of salads is: Positive.  Implicit reason: The use of ""classic"" and ""successes"" in the sentence implies a positive connotation..\n    The sentiment polarity is Positive..\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive.']"
"sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes.",lemon-dressed cobb,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes."", \n    which specific aspect of lemon-dressed cobb is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Taste or flavor.', 'user: \n    Given the sentence ""sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes."", , and the mentioned aspect is about Taste or flavor..\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of lemon-dressed cobb, and why? \n    Answer without explanation.\n    ', 'assistant: Positive. \n\n(Lemon dressing is commonly associated with a pleasant taste in American cuisine.)', 'user:  \n    Given the sentence ""sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes."", , and the mentioned aspect is about Taste or flavor.., and the opinion towards the mentioned aspect of lemon-dressed cobb is: Positive.   (Lemon dressing is commonly associated with a pleasant taste in American cuisine.).\n    Based on such opinion, what is the sentiment polarity towards lemon-dressed cobb? \n    Answer without explanation.\n    ', 'assistant: Positive.\n\n(The opinion and sentiment are both aligned to be positive.)', 'user:  \n    Given the sentence ""sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes."", , and the mentioned aspect is about Taste or flavor.., and the opinion towards the mentioned aspect of lemon-dressed cobb is: Positive.   (Lemon dressing is commonly associated with a pleasant taste in American cuisine.).\n    The sentiment polarity is Positive.  (The opinion and sentiment are both aligned to be positive.).\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive']"
the design is very intimate and romantic.,design,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""the design is very intimate and romantic."", \n    which specific aspect of design is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Aesthetics/Visual appeal.', 'user: \n    Given the sentence ""the design is very intimate and romantic."", , and the mentioned aspect is about Aesthetics/Visual appeal..\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of design, and why? \n    Answer without explanation.\n    ', 'assistant: Positive. Because words like ""intimate"" and ""romantic"" typically convey a positive connotation in this context.', 'user:  \n    Given the sentence ""the design is very intimate and romantic."", , and the mentioned aspect is about Aesthetics/Visual appeal.., and the opinion towards the mentioned aspect of design is: Positive. Because words like ""intimate"" and ""romantic"" typically convey a positive connotation in this context..\n    Based on such opinion, what is the sentiment polarity towards design? \n    Answer without explanation.\n    ', 'assistant: Positive sentiment.', 'user:  \n    Given the sentence ""the design is very intimate and romantic."", , and the mentioned aspect is about Aesthetics/Visual appeal.., and the opinion towards the mentioned aspect of design is: Positive. Because words like ""intimate"" and ""romantic"" typically convey a positive connotation in this context..\n    The sentiment polarity is Positive sentiment..\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive.']"
the food was wonderful and imaginative.,food,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""the food was wonderful and imaginative."", \n    which specific aspect of food is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Creativity/Originality', 'user: \n    Given the sentence ""the food was wonderful and imaginative."", , and the mentioned aspect is about Creativity/Originality.\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of food, and why? \n    Answer without explanation.\n    ', 'assistant: Positive (because ""wonderful"" has a positive connotation)', 'user:  \n    Given the sentence ""the food was wonderful and imaginative."", , and the mentioned aspect is about Creativity/Originality., and the opinion towards the mentioned aspect of food is: Positive (because ""wonderful"" has a positive connotation).\n    Based on such opinion, what is the sentiment polarity towards food? \n    Answer without explanation.\n    ', 'assistant: Positive', 'user:  \n    Given the sentence ""the food was wonderful and imaginative."", , and the mentioned aspect is about Creativity/Originality., and the opinion towards the mentioned aspect of food is: Positive (because ""wonderful"" has a positive connotation).\n    The sentiment polarity is Positive.\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive']"
the staff is very sharp and they look good too.,staff,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""the staff is very sharp and they look good too."", \n    which specific aspect of staff is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Appearance.', 'user: \n    Given the sentence ""the staff is very sharp and they look good too."", , and the mentioned aspect is about Appearance..\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of staff, and why? \n    Answer without explanation.\n    ', 'assistant: Positive. (Because the words ""very sharp"" and ""look good"" are both positive adjectives.)', 'user:  \n    Given the sentence ""the staff is very sharp and they look good too."", , and the mentioned aspect is about Appearance.., and the opinion towards the mentioned aspect of staff is: Positive. (Because the words ""very sharp"" and ""look good"" are both positive adjectives.).\n    Based on such opinion, what is the sentiment polarity towards staff? \n    Answer without explanation.\n    ', 'assistant: Positive overall sentiment polarity towards staff.', 'user:  \n    Given the sentence ""the staff is very sharp and they look good too."", , and the mentioned aspect is about Appearance.., and the opinion towards the mentioned aspect of staff is: Positive. (Because the words ""very sharp"" and ""look good"" are both positive adjectives.).\n    The sentiment polarity is Positive overall sentiment polarity towards staff..\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive']"
the worst though was the taste.,taste,1,0,1,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""the worst though was the taste."", \n    which specific aspect of taste is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Food/dish.', 'user: \n    Given the sentence ""the worst though was the taste."", , and the mentioned aspect is about Food/dish..\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of taste, and why? \n    Answer without explanation.\n    ', 'assistant: Negative.\n\n(Why: Because ""worst"" typically implies something bad or unpleasant.)', 'user:  \n    Given the sentence ""the worst though was the taste."", , and the mentioned aspect is about Food/dish.., and the opinion towards the mentioned aspect of taste is: Negative.  (Why: Because ""worst"" typically implies something bad or unpleasant.).\n    Based on such opinion, what is the sentiment polarity towards taste? \n    Answer without explanation.\n    ', 'assistant: Negative.', 'user:  \n    Given the sentence ""the worst though was the taste."", , and the mentioned aspect is about Food/dish.., and the opinion towards the mentioned aspect of taste is: Negative.  (Why: Because ""worst"" typically implies something bad or unpleasant.).\n    The sentiment polarity is Negative..\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Negative.']"
the fajita we tried was tasteless and burned and the mole sauce was way too sweet.,fajita,1,0,1,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""the fajita we tried was tasteless and burned and the mole sauce was way too sweet."", \n    which specific aspect of fajita is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Taste, texture (burned)', 'user: \n    Given the sentence ""the fajita we tried was tasteless and burned and the mole sauce was way too sweet."", , and the mentioned aspect is about Taste, texture (burned).\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of fajita, and why? \n    Answer without explanation.\n    ', 'assistant: Negative\nThe word ""tasteless"", ""burned"" imply a negative experience, while ""way too sweet"" suggests an excessive quality which can also be perceived as undesirable.', 'user:  \n    Given the sentence ""the fajita we tried was tasteless and burned and the mole sauce was way too sweet."", , and the mentioned aspect is about Taste, texture (burned)., and the opinion towards the mentioned aspect of fajita is: Negative The word ""tasteless"", ""burned"" imply a negative experience, while ""way too sweet"" suggests an excessive quality which can also be perceived as undesirable..\n    Based on such opinion, what is the sentiment polarity towards fajita? \n    Answer without explanation.\n    ', 'assistant: Negative', 'user:  \n    Given the sentence ""the fajita we tried was tasteless and burned and the mole sauce was way too sweet."", , and the mentioned aspect is about Taste, texture (burned)., and the opinion towards the mentioned aspect of fajita is: Negative The word ""tasteless"", ""burned"" imply a negative experience, while ""way too sweet"" suggests an excessive quality which can also be perceived as undesirable..\n    The sentiment polarity is Negative.\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Negative']"
the fajita we tried was tasteless and burned and the mole sauce was way too sweet.,mole sauce,1,0,1,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""the fajita we tried was tasteless and burned and the mole sauce was way too sweet."", \n    which specific aspect of mole sauce is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Sweetness', 'user: \n    Given the sentence ""the fajita we tried was tasteless and burned and the mole sauce was way too sweet."", , and the mentioned aspect is about Sweetness.\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of mole sauce, and why? \n    Answer without explanation.\n    ', 'assistant: Negative. Because ""way too"" implies an excessive amount.', 'user:  \n    Given the sentence ""the fajita we tried was tasteless and burned and the mole sauce was way too sweet."", , and the mentioned aspect is about Sweetness., and the opinion towards the mentioned aspect of mole sauce is: Negative. Because ""way too"" implies an excessive amount..\n    Based on such opinion, what is the sentiment polarity towards mole sauce? \n    Answer without explanation.\n    ', 'assistant: Negative Sentiment Polarity.', 'user:  \n    Given the sentence ""the fajita we tried was tasteless and burned and the mole sauce was way too sweet."", , and the mentioned aspect is about Sweetness., and the opinion towards the mentioned aspect of mole sauce is: Negative. Because ""way too"" implies an excessive amount..\n    The sentiment polarity is Negative Sentiment Polarity..\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Negative.']"
stay with the roasted chickens and you'll be fine.,roasted chickens,0,1,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""stay with the roasted chickens and you\'ll be fine."", \n    which specific aspect of roasted chickens is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Texture, quality, edibility.', 'user: \n    Given the sentence ""stay with the roasted chickens and you\'ll be fine."", , and the mentioned aspect is about Texture, quality, edibility..\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of roasted chickens, and why? \n    Answer without explanation.\n    ', 'assistant: Positive. The phrase ""you\'ll be fine"" implies that making this choice will result in a positive outcome.', 'user:  \n    Given the sentence ""stay with the roasted chickens and you\'ll be fine."", , and the mentioned aspect is about Texture, quality, edibility.., and the opinion towards the mentioned aspect of roasted chickens is: Positive. The phrase ""you\'ll be fine"" implies that making this choice will result in a positive outcome..\n    Based on such opinion, what is the sentiment polarity towards roasted chickens? \n    Answer without explanation.\n    ', 'assistant: Positive.', 'user:  \n    Given the sentence ""stay with the roasted chickens and you\'ll be fine."", , and the mentioned aspect is about Texture, quality, edibility.., and the opinion towards the mentioned aspect of roasted chickens is: Positive. The phrase ""you\'ll be fine"" implies that making this choice will result in a positive outcome..\n    The sentiment polarity is Positive..\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive.']"
"the atmosphere is warm, comfortable, artsy and sexy.",atmosphere,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""the atmosphere is warm, comfortable, artsy and sexy."", \n    which specific aspect of atmosphere is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Sensuality/Physical attraction', 'user: \n    Given the sentence ""the atmosphere is warm, comfortable, artsy and sexy."", , and the mentioned aspect is about Sensuality/Physical attraction.\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of atmosphere, and why? \n    Answer without explanation.\n    ', 'assistant: Positive. It uses positive adjectives (warm, comfortable, artsy, sexy) to describe the atmosphere.', 'user:  \n    Given the sentence ""the atmosphere is warm, comfortable, artsy and sexy."", , and the mentioned aspect is about Sensuality/Physical attraction., and the opinion towards the mentioned aspect of atmosphere is: Positive. It uses positive adjectives (warm, comfortable, artsy, sexy) to describe the atmosphere..\n    Based on such opinion, what is the sentiment polarity towards atmosphere? \n    Answer without explanation.\n    ', 'assistant: Positive', 'user:  \n    Given the sentence ""the atmosphere is warm, comfortable, artsy and sexy."", , and the mentioned aspect is about Sensuality/Physical attraction., and the opinion towards the mentioned aspect of atmosphere is: Positive. It uses positive adjectives (warm, comfortable, artsy, sexy) to describe the atmosphere..\n    The sentiment polarity is Positive.\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive']"
"the food is great (big selection, reasonable prices) and the drinks are really good.",food,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""the food is great (big selection, reasonable prices) and the drinks are really good."", \n    which specific aspect of food is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Selection and price.', 'user: \n    Given the sentence ""the food is great (big selection, reasonable prices) and the drinks are really good."", , and the mentioned aspect is about Selection and price..\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of food, and why? \n    Answer without explanation.\n    ', 'assistant: Positive. Because ""great"" and ""big selection"", ""reasonable prices"" are all positive words.', 'user:  \n    Given the sentence ""the food is great (big selection, reasonable prices) and the drinks are really good."", , and the mentioned aspect is about Selection and price.., and the opinion towards the mentioned aspect of food is: Positive. Because ""great"" and ""big selection"", ""reasonable prices"" are all positive words..\n    Based on such opinion, what is the sentiment polarity towards food? \n    Answer without explanation.\n    ', 'assistant: Positive overall.', 'user:  \n    Given the sentence ""the food is great (big selection, reasonable prices) and the drinks are really good."", , and the mentioned aspect is about Selection and price.., and the opinion towards the mentioned aspect of food is: Positive. Because ""great"" and ""big selection"", ""reasonable prices"" are all positive words..\n    The sentiment polarity is Positive overall..\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive.']"
"the food is great (big selection, reasonable prices) and the drinks are really good.",selection,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""the food is great (big selection, reasonable prices) and the drinks are really good."", \n    which specific aspect of selection is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Variety', 'user: \n    Given the sentence ""the food is great (big selection, reasonable prices) and the drinks are really good."", , and the mentioned aspect is about Variety.\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of selection, and why? \n    Answer without explanation.\n    ', 'assistant: Positive. \n\nImplicitly stated as ""big"" which generally implies a positive quantity.', 'user:  \n    Given the sentence ""the food is great (big selection, reasonable prices) and the drinks are really good."", , and the mentioned aspect is about Variety., and the opinion towards the mentioned aspect of selection is: Positive.   Implicitly stated as ""big"" which generally implies a positive quantity..\n    Based on such opinion, what is the sentiment polarity towards selection? \n    Answer without explanation.\n    ', 'assistant: Positive', 'user:  \n    Given the sentence ""the food is great (big selection, reasonable prices) and the drinks are really good."", , and the mentioned aspect is about Variety., and the opinion towards the mentioned aspect of selection is: Positive.   Implicitly stated as ""big"" which generally implies a positive quantity..\n    The sentiment polarity is Positive.\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive']"
"the food is great (big selection, reasonable prices) and the drinks are really good.",prices,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""the food is great (big selection, reasonable prices) and the drinks are really good."", \n    which specific aspect of prices is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Reasonableness.', 'user: \n    Given the sentence ""the food is great (big selection, reasonable prices) and the drinks are really good."", , and the mentioned aspect is about Reasonableness..\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of prices, and why? \n    Answer without explanation.\n    ', 'assistant: Positive.\n\n(This is because ""reasonable"" typically implies something is fair or acceptable, indicating a positive view of the aspect being described.)', 'user:  \n    Given the sentence ""the food is great (big selection, reasonable prices) and the drinks are really good."", , and the mentioned aspect is about Reasonableness.., and the opinion towards the mentioned aspect of prices is: Positive.  (This is because ""reasonable"" typically implies something is fair or acceptable, indicating a positive view of the aspect being described.).\n    Based on such opinion, what is the sentiment polarity towards prices? \n    Answer without explanation.\n    ', 'assistant: Positive.', 'user:  \n    Given the sentence ""the food is great (big selection, reasonable prices) and the drinks are really good."", , and the mentioned aspect is about Reasonableness.., and the opinion towards the mentioned aspect of prices is: Positive.  (This is because ""reasonable"" typically implies something is fair or acceptable, indicating a positive view of the aspect being described.).\n    The sentiment polarity is Positive..\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive.']"
"the food is great (big selection, reasonable prices) and the drinks are really good.",drinks,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""the food is great (big selection, reasonable prices) and the drinks are really good."", \n    which specific aspect of drinks is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Quality/Taste.', 'user: \n    Given the sentence ""the food is great (big selection, reasonable prices) and the drinks are really good."", , and the mentioned aspect is about Quality/Taste..\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of drinks, and why? \n    Answer without explanation.\n    ', 'assistant: Positive. \n\nBecause ""really good"" implies a strong positive assessment of the quality/taste of the drinks.', 'user:  \n    Given the sentence ""the food is great (big selection, reasonable prices) and the drinks are really good."", , and the mentioned aspect is about Quality/Taste.., and the opinion towards the mentioned aspect of drinks is: Positive.   Because ""really good"" implies a strong positive assessment of the quality/taste of the drinks..\n    Based on such opinion, what is the sentiment polarity towards drinks? \n    Answer without explanation.\n    ', 'assistant: Positive Sentiment Polarity', 'user:  \n    Given the sentence ""the food is great (big selection, reasonable prices) and the drinks are really good."", , and the mentioned aspect is about Quality/Taste.., and the opinion towards the mentioned aspect of drinks is: Positive.   Because ""really good"" implies a strong positive assessment of the quality/taste of the drinks..\n    The sentiment polarity is Positive Sentiment Polarity.\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive']"
the steak melted in my mouth.,steak,0,1,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""the steak melted in my mouth."", \n    which specific aspect of steak is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Tenderness.', 'user: \n    Given the sentence ""the steak melted in my mouth."", , and the mentioned aspect is about Tenderness..\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of steak, and why? \n    Answer without explanation.\n    ', 'assistant: Positive (delightfully tender).\n\nThe word ""melted"" typically connotes a pleasant, almost liquid-like texture which suggests that the speaker enjoyed the tenderness.', 'user:  \n    Given the sentence ""the steak melted in my mouth."", , and the mentioned aspect is about Tenderness.., and the opinion towards the mentioned aspect of steak is: Positive (delightfully tender).  The word ""melted"" typically connotes a pleasant, almost liquid-like texture which suggests that the speaker enjoyed the tenderness..\n    Based on such opinion, what is the sentiment polarity towards steak? \n    Answer without explanation.\n    ', 'assistant: Positive.', 'user:  \n    Given the sentence ""the steak melted in my mouth."", , and the mentioned aspect is about Tenderness.., and the opinion towards the mentioned aspect of steak is: Positive (delightfully tender).  The word ""melted"" typically connotes a pleasant, almost liquid-like texture which suggests that the speaker enjoyed the tenderness..\n    The sentiment polarity is Positive..\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive.']"
